傲岸不群	aabq
别有风味	byfw
比翼高飞	bygf
不用管了	bygl
必有后福	byhf
必有回响	byhx
不宜久留	byjl
拨云见日	byjr
必有近忧	byjy
不用客气	bykq
不予理睬	bylc
不亦乐乎	bylh
饱以老拳	bylq
白云蓝天	bylt
比翼连枝	bylv
毕业论文	bylw
比翼连枝	bylz
不厌其烦	byqf
不远千里	byql
白衣卿相	byqx
暴雨如注	byrv
暴雨如注	byrz
比翼双飞	bysf
半夜三更	bysg
毕业设计	bysj
必有所求	bysq
布衣蔬食	byss
别有天地	bytd
白衣天使	byts
白衣天使	bytu
比翼双飞	byuf
毕业设计	byuj
布衣蔬食	byuu
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
鲍鱼之肆	byvs
不以为耻	bywc
不以为耻	bywi
不要忘记	bywj
不远万里	bywl
不以为然	bywr
必有我师	byws
必有我师	bywu
白玉无瑕	bywx
不以为意	bywy
别有心肝	byxg
闭月羞花	byxh
便宜行事	byxs
便宜行事	byxu
不一样的	byyd
别有一番	byyf
不遗余力	byyl
不疑有他	byyt
别有用心	byyx
不义之财	byzc
布衣之交	byzj
必由之路	byzl
不言自明	byzm
不予置评	byzp
鲍鱼之肆	byzs
不由自主	byzv
不由自主	byzz
包治百病	bzbb
百战不殆	bzbd
不醉不归	bzbg
百折不回	bzbh
不知不觉	bzbj
不折不扣	bzbk
保质保量	bzbl
百折不挠	bzbn
百战百胜	bzbs
笨嘴笨舌	bzbs
笨嘴笨舌	bzbu
不早不晚	bzbw
半遮半掩	bzby
不在此列	bzcl
不支持了	bzcl
半自动化	bzdh
不知道了	bzdl
不战而胜	bzes
不知凡几	bzfj
不做凤尾	bzfw
不足挂齿	bzgc
不知高低	bzgd
不足挂齿	bzgi
本职工作	bzgz
不知好歹	bzhd
不知悔改	bzhg
奔走呼号	bzhh
不着痕迹	bzhj
不在话下	bzhx
屏住呼吸	bzhx
白纸黑字	bzhz
璧坐玑驰	bzjc
宾主尽欢	bzjh
璧坐玑驰	bzji
不知就里	bzjl
避重就轻	bzjq
不知进退	bzjt
不追既往	bzjw
不置可否	bzkf
不知廉耻	bzlc
憋足了劲	bzlj
不自量力	bzll
笔走龙蛇	bzls
不斩来使	bzls
笔走龙蛇	bzlu
败走麦城	bzmc
败走麦城	bzmi
摆在面前	bzmq
彼之蜜糖	bzmt
不怎么样	bzmy
抱子弄孙	bzns
彼之砒霜	bzps
不知其二	bzqe
百转千回	bzqh
不在其位	bzqw
不知去向	bzqx
不知轻重	bzqz
宾至如归	bzrg
不知肉味	bzrw
不知所措	bzsc
不择手段	bzsd
不知死活	bzsh
不知深浅	bzsq
不知生死	bzss
不知所谓	bzsw
不知所云	bzsy
不知所终	bzsz
不知所踪	bzsz
必遭天谴	bztq
不择手段	bzud
不足之处	bzvi
笨嘴拙舌	bzvu
不足为怪	bzwg
不知为何	bzwh
不足为患	bzwh
不足为据	bzwj
败者为寇	bzwk
不足为虑	bzwl
不足为凭	bzwp
不足为奇	bzwq
不足为训	bzwx
不知羞耻	bzxc
奔走相告	bzxg
憋在心里	bzxl
不至于吧	bzyb
不赞一词	bzyc
不止一次	bzyc
不止一个	bzyg
秉烛夜话	bzyh
闭着眼睛	bzyj
报之以李	bzyl
不足与谋	bzym
不值一哂	bzys
不值一提	bzyt
不值一文	bzyw
秉烛夜游	bzyy
白纸一张	bzyz
不足之处	bzzc
必争之地	bzzd
不正之风	bzzf
伯仲之间	bzzj
笨嘴拙舌	bzzs
敝帚自珍	bzzz
不治之症	bzzz
尘埃落定	cald
除暴安良	cbal
吃不饱饭	cbbf
残兵败将	cbbj
处变不惊	cbbj
寸步不离	cbbl
残暴不仁	cbbr
寸步不让	cbbr
常备不懈	cbbx
惨白惨白	cbcb
残编断简	cbdj
差不多了	cbdl
成败得失	cbds
词不达意	cbdy
喘不过气	cbgq
长臂管辖	cbgx
吃饱喝足	cbhz
猝不及防	cbjf
臭不可闻	cbkw
财不露白	cblb
秤不离砣	cblt
残杯冷炙	cblv
残杯冷炙	cblz
吃闭门羹	cbmg
插标卖首	cbms
寸步难行	cbnx
寸步难移	cbny
惨不忍睹	cbrd
成百上千	cbsq
赤膊上阵	cbsz
差不太多	cbtd
才薄智浅	cbvq
草本植物	cbvw
慈悲为怀	cbwh
苍白无力	cbwl
诚不我欺	cbwq
吃不下饭	cbxf
吃不下去	cbxq
称霸一方	cbyf
臭不要脸	cbyl
才薄智浅	cbzq
沉不住气	cbzq
草本植物	cbzw
措辞不当	ccbd
此唱彼和	ccbh
愁肠百结	ccbj
迟迟不来	ccbl
寸草不留	ccbl
参差不齐	ccbq
层出不穷	ccbq
踌躇不前	ccbq
寸草不生	ccbs
寸草不生	ccbu
参差不一	ccby
摧城拔寨	ccbz
蹭吃蹭喝	ccch
参差错落	cccl
处处掣肘	cccz
层层叠叠	ccdd
粗茶淡饭	ccdf
楚楚动人	ccdr
匆匆过客	ccgk
重重关卡	ccgq
擦出火花	cchh
吃吃喝喝	cchh
驰骋疆场	ccjc
趁此机会	ccjh
重出江湖	ccjh
草船借箭	ccjj
长长久久	ccjj
从长计议	ccjy
重操旧业	ccjy
楚楚可怜	cckl
重重困难	cckn
陈词滥调	ccld
草草了事	ccls
草草了事	cclu
初出茅庐	ccml
缠缠绵绵	ccmm
匆匆忙忙	ccmm
踌躇满志	ccmz
插翅难飞	ccnf
称臣纳贡	ccng
吵吵闹闹	ccnn
插翅难逃	ccnt
处处碰壁	ccpb
凑凑热闹	ccrn
吵吵嚷嚷	ccrr
草草收兵	ccsb
草草收场	ccsc
沉沉睡去	ccsq
草草收尾	ccsw
草草收兵	ccub
草草收场	ccui
草草收尾	ccuw
颤颤巍巍	ccww
出此下策	ccxc
赤诚相待	ccxd
唇齿相依	ccxy
蠢蠢欲动	ccyd
从此以后	ccyh
从长远看	ccyk
吃错药了	ccyl
长此以往	ccyw
绰绰有余	ccyy
唇齿之邦	cczb
除此之外	cczw
吃穿住行	cczx
扯扯拽拽	cczz
拆东补西	cdbx
尺短寸长	cdcc
抽刀断水	cdds
从大到小	cddx
重蹈覆辙	cdfz
才德兼备	cdjb
闯荡江湖	cdjh
刺刀见红	cdjh
唱独角戏	cdjx
财大气粗	cdqc
称得上是	cdss
传道授业	cdsy
唱对台戏	cdtx
次贷危机	cdwj
此地无银	cdwy
蠢得要死	cdys
沉得住气	cdzq
迟到早退	cdzt
赤胆忠心	cdzx
充耳不闻	cebw
嫦娥奔月	ceby
出尔反尔	cefe
从恶如崩	cerb
查尔斯顿	cesd
除恶务尽	cewj
惩恶扬善	ceys
茶饭不思	cfbs
春风得意	cfdy
春风拂面	cffm
重复建设	cfjs
长发及腰	cfjy
车匪路霸	cflb
餐风沐雨	cfmy
嘲风弄月	cfny
乘风破浪	cfpl
长发飘飘	cfpp
吃饭去了	cfql
餐风宿露	cfsl
充分说明	cfsm
村夫俗子	cfsz
茶饭无心	cfwx
春风一度	cfyd
乘风扬帆	cfyf
餐风饮露	cfyl
藏富于民	cfym
冲锋在前	cfzq
才高八斗	cgbd
从高到低	cgdd
称孤道寡	cgdg
从古到今	cgdj
长歌当哭	cgdk
成果斐然	cgfr
车轱辘话	cglh
残羹冷炙	cglv
陈规陋习	cglx
残羹冷炙	cglz
吃干抹净	cgmj
春光明媚	cgmm
才高气清	cgqq
凑个热闹	cgrn
残羹剩饭	cgsf
残羹剩饭	cguf
从古至今	cgvj
菜过五味	cgww
挫骨扬灰	cgyh
重归于好	cgyh
春光旖旎	cgyn
从古至今	cgzj
常规战争	cgzz
残花败柳	chbl
仓皇出逃	chct
才华出众	chcz
采花大盗	chdd
从何而来	chel
聪慧过人	chgr
才华盖世	chgs
才华盖世	chgu
才华横溢	chhy
仓皇出逃	chit
才华出众	chiv
厝火积薪	chjx
错恨难返	chnf
慈航普度	chpd
仓皇失措	chsc
从何说起	chsq
沧海桑田	chst
仓皇失措	chuc
从何说起	chuq
沧海一粟	chys
沧海遗珠	chyv
存乎一心	chyx
沧海遗珠	chyz
此话怎讲	chzj
此唱彼和	cibh
层出不穷	cibq
摧城拔寨	cibv
蹭吃蹭喝	cich
粗茶淡饭	cidf
擦出火花	cihh
草船借箭	cijj
从长计议	cijy
从长远看	ciyk
处惊不变	cjbb
除旧布新	cjbx
吃惊不已	cjby
出嫁从夫	cjcf
曾经沧海	cjch
初见成效	cjcx
超级大国	cjdg
初见端倪	cjdn
穿金戴银	cjdy
擦肩而过	cjeg
成绩斐然	cjfr
初具规模	cjgm
穿街过巷	cjgx
楚界汉河	cjhh
曾几何时	cjhs
曾几何时	cjhu
春节快乐	cjkl
吃尽苦头	cjkt
戳脊梁骨	cjlg
成家立业	cjly
掣襟露肘	cjlz
船坚炮利	cjpl
惨绝人寰	cjrh
从谏如流	cjrl
草菅人命	cjrm
出简让全	cjrq
出将入相	cjrx
传经送宝	cjsb
差距甚大	cjsd
成吉思汗	cjsh
触景生情	cjsq
长江三峡	cjsx
从今天起	cjtq
重见天日	cjtr
创巨痛深	cjts
从今往后	cjwh
出家为僧	cjws
从今以后	cjyh
除旧迎新	cjyx
辞旧迎新	cjyx
长久之计	cjzj
穿街走巷	cjzx
促进作用	cjzy
仓颉造字	cjzz
沉肩坠肘	cjzz
参考参考	ckck
出口成章	ckcz
插科打诨	ckdh
冲口而出	ckec
从宽发落	ckfl
沉疴痼疾	ckgj
吹糠见米	ckjm
摧枯拉朽	cklx
初窥门径	ckmj
吃苦耐劳	cknl
春困秋乏	ckqf
沉疴宿疾	cksj
出口伤人	cksr
敞开心扉	ckxf
吃糠咽菜	ckyc
出类拔萃	clbc
错漏百出	clbc
从来不会	clbh
错漏百出	clbi
查漏补缺	clbq
此路不通	clbt
川流不息	clbx
从来不用	clby
错了错了	clcl
蹙了蹙眉	clcm
猜来猜去	clcq
豺狼当道	cldd
吃了大亏	cldk
灿烂夺目	cldm
初露端倪	cldn
层峦叠嶂	cldv
层峦叠嶂	cldz
重峦叠嶂	cldz
踔厉奋发	clff
初露锋芒	clfm
出离愤怒	clfn
丛林法则	clfz
吃了个饭	clgf
豺狼虎豹	clhb
灿烂辉煌	clhh
层林尽染	cljr
出了口气	clkq
从零开始	clks
从零开始	clku
乘龙快婿	clkx
出了名的	clmd
从来没有	clmy
触类旁通	clpt
吃里扒外	clpw
春兰秋菊	clqj
吃了枪子	clqz
从令如流	clrl
惨绿少年	clsn
吹拉弹唱	cltc
初露头角	cltj
垂帘听政	cltz
惨绿少年	clun
藏龙卧虎	clwh
财力雄厚	clxh
吃了一惊	clyj
错落有致	clyv
错落有致	clyz
初来乍到	clzd
出毛病了	cmbl
长命百岁	cmbs
沉默不语	cmby
愁眉不展	cmbz
吃没吃过	cmcg
参谋参谋	cmcm
炒买炒卖	cmcm
聪明才智	cmcv
聪明才智	cmcz
侧目而视	cmes
侧目而视	cmeu
缠绵悱恻	cmfc
长命富贵	cmfg
聪明过人	cmgr
沉默寡言	cmgy
承蒙关照	cmgz
出谋划策	cmhc
草木皆兵	cmjb
聪明绝顶	cmjd
从没见过	cmjg
窗明几净	cmjj
沉湎酒色	cmjs
瞠目结舌	cmjs
触目惊心	cmjx
愁眉苦脸	cmkl
车马劳顿	cmld
聪明伶俐	cmll
程门立雪	cmlx
愁眉泪眼	cmly
吹毛求疵	cmqc
臣门如市	cmrs
城门失火	cmsh
沉默是金	cmsj
慈眉善目	cmsm
才貌双全	cmsq
从明天起	cmtq
慈眉善目	cmum
才貌双全	cmuq
聪明之处	cmvi
摧眉折腰	cmvy
出没无常	cmwc
除魔卫道	cmwd
春梦无痕	cmwh
魑魅魍魉	cmwl
沉默无语	cmwy
出谋献策	cmxc
猜枚行令	cmxl
财迷心窍	cmxq
策马扬鞭	cmyb
草木一春	cmyc
从没有过	cmyg
草木一春	cmyi
草木一秋	cmyq
聪明一世	cmys
聪明一世	cmyu
草莽英雄	cmyx
柴米油盐	cmyy
聪明之处	cmzc
迟暮之年	cmzn
驰名中外	cmzw
出门在外	cmzw
查明真相	cmzx
摧眉折腰	cmzy
臭名昭著	cmzz
从南到北	cndb
吃奶的劲	cndj
春暖花开	cnhk
陈年旧事	cnjs
陈年旧账	cnjz
吃拿卡要	cnky
陈年老酒	cnlj
长年累月	cnly
从那以后	cnyh
痴男怨女	cnyn
刹那之间	cnzj
常年在外	cnzw
残篇断简	cpdj
长篇大论	cpdl
长篇累牍	cpld
承平盛世	cpss
长篇小说	cpxs
乘其不备	cqbb
春秋笔法	cqbf
此起彼伏	cqbf
惩前毖后	cqbh
查缺补漏	cqbl
此起彼落	cqbl
残缺不全	cqbq
出其不意	cqby
此情此景	cqcj
潮起潮落	cqcl
臭气冲天	cqct
从轻处置	cqcz
重启电脑	cqdn
春秋鼎盛	cqds
春情荡漾	cqdy
茶前饭后	cqfh
从轻发落	cqfl
锄强扶弱	cqfr
才气过人	cqgr
逞强好胜	cqhs
从轻处置	cqiv
成群结队	cqjd
陈腔滥调	cqld
重起炉灶	cqlz
承前启后	cqqh
春去秋来	cqql
差强人意	cqry
唇枪舌剑	cqsj
成千上万	cqsw
猜拳行令	cqxl
臭气熏天	cqxt
长期以来	cqyl
出去一趟	cqyt
藏巧于拙	cqyv
出去一下	cqyx
藏巧于拙	cqyz
春秋战国	cqzg
擦枪走火	cqzh
长驱直入	cqzr
出奇制胜	cqzs
出去走走	cqzz
乘人不备	crbb
宠辱不惊	crbj
从容不迫	crbp
趁热打铁	crdt
催人奋进	crfj
灿若繁星	crfx
宠辱皆忘	crjw
从容就义	crjy
怆然泪下	crlx
催人泪下	crlx
愁容满面	crmm
春荣秋枯	crqk
灿若群星	crqx
成仁取义	crqy
痴人说梦	crsm
诚如斯言	crsy
出人头地	crtd
翠绕珠围	crvw
超然物外	crww
灿若星辰	crxc
灿若星辰	crxi
从容应对	cryd
出人意料	cryl
出人意外	cryw
成人之美	crzm
吃人嘴软	crzr
从容自若	crzr
趁人之危	crzw
翠绕珠围	crzw
出手不凡	csbf
寸丝不挂	csbg
抽丝剥茧	csbj
措手不及	csbj
长生不老	csbl
承受不起	csbq
成事不足	csbz
苍松翠柏	cscb
此时此地	cscd
此时此刻	csck
差三错四	cscs
此生此世	cscs
搓手顿脚	csdj
城市大学	csdx
从上到下	csdx
擦身而过	cseg
抽身而去	cseq
乘势而上	cses
从上而下	csex
出水芙蓉	csfr
才识过人	csgr
错上加错	csjc
初始阶段	csjd
常胜将军	csjj
崇山峻岭	csjl
财色兼收	csjs
蚕食鲸吞	csjt
财色兼收	csju
触手可及	cskj
沧桑坎坷	cskk
诚实可靠	cskk
赤手空拳	cskq
沉思良久	cslj
错失良机	cslj
赤身裸体	cslt
才思敏捷	csmj
车水马龙	csml
抽水马桶	csmt
初生牛犊	csnd
承受能力	csnl
出生年月	csny
纯属巧合	csqh
厕身其间	csqj
承上启下	csqx
插手其中	csqz
出双入对	csrd
从善如登	csrd
出神入化	csrh
从善如流	csrl
出生入死	csrs
仇深似海	cssh
才疏识浅	cssq
诚实守信	cssx
此生无憾	cswh
出师未捷	cswj
纯属虚构	csxg
才疏学浅	csxq
春生夏长	csxz
纯属意外	csyw
畅所欲言	csyy
藏身之处	cszc
藏身之地	cszd
处事作风	cszf
次生灾害	cszh
成事在天	cszt
初始状态	cszt
垂死挣扎	cszz
从始至终	cszz
丑态百出	ctbc
丑态毕露	ctbl
寸土不让	ctbr
长途跋涉	ctbs
寸土必争	ctbv
垂头不语	ctby
寸土必争	ctbz
寸土寸金	ctcj
彻头彻尾	ctcw
从头彻尾	ctcw
从头到脚	ctdj
吹弹得破	ctdp
从头到尾	ctdw
从天而降	ctej
尘土飞扬	ctfy
传统观念	ctgn
从头彻尾	ctiw
吹弹可破	ctkp
从头开始	ctks
从头开始	ctku
从头来过	ctlg
出头露面	ctlm
藏头露尾	ctlw
传统美德	ctmd
残汤剩饭	ctsf
传统社会	ctsh
垂头丧气	ctsq
从头说起	ctsq
蹉跎岁月	ctsy
残汤剩饭	ctuf
从头说起	ctuq
从头至尾	ctvw
传统文化	ctwh
粗通文墨	ctwm
出土文物	ctww
畅通无阻	ctwz
差太远了	ctyl
串通一气	ctyq
长叹一声	ctys
呈堂证供	ctzg
从头再来	ctzl
出头之日	ctzr
苍天在上	ctzs
苍天在上	ctzu
从头至尾	ctzw
措手不及	cubj
此时此地	cucd
此时此刻	cuck
此生此世	cucu
搓手顿脚	cudj
从上到下	cudx
擦身而过	cueg
从上而下	cuex
才识过人	cugr
错上加错	cujc
蚕食鲸吞	cujt
错失良机	culj
厕身其间	cuqj
从善如登	curd
从善如流	curl
才疏识浅	cuuq
藏身之地	cuvd
藏身之处	cuvi
从始至终	cuvv
此生无憾	cuwh
才疏学浅	cuxq
次生灾害	cuzh
此长彼消	cvbx
粗枝大叶	cvdy
操之过急	cvgj
才智过人	cvgr
财政赤字	cviz
粗制滥造	cvlz
财政危机	cvwj
草长莺飞	cvyf
从中渔利	cvyl
残渣余孽	cvyn
藏着掖着	cvyv
粗中有细	cvyx
从中作梗	cvzg
错误百出	cwbc
错误百出	cwbi
成王败寇	cwbk
称王称霸	cwcb
唇亡齿寒	cwch
查无此人	cwcr
篡位夺权	cwdq
从无到有	cwdy
从未见过	cwjg
传为佳话	cwjh
重温旧梦	cwjm
存亡绝续	cwjx
成为可能	cwkn
藏污纳垢	cwng
惨无人道	cwrd
查无实据	cwsj
出问题了	cwtl
常务委员	cwwy
臭味相投	cwxt
从未有过	cwyg
除我以外	cwyw
除我之外	cwzw
痴心不改	cxbg
此消彼长	cxbv
垂涎不已	cxby
此消彼长	cxbz
吃现成饭	cxcf
促膝长谈	cxct
操心操心	cxcx
诚心诚意	cxcy
称兄道弟	cxdd
从小到大	cxdd
闯下大祸	cxdh
从下到上	cxds
长吁短叹	cxdt
从下到上	cxdu
春心荡漾	cxdy
粗心大意	cxdy
捶胸顿足	cxdz
乘兴而来	cxel
乘虚而入	cxer
促膝而谈	cxet
吃香喝辣	cxhl
促膝长谈	cxit
重修旧好	cxjh
处心积虑	cxjl
城乡居民	cxjm
沉心静气	cxjq
创新精神	cxjs
诚信经营	cxjy
长效机制	cxjz
春宵苦短	cxkd
重新开始	cxks
称心快意	cxky
重新来过	cxlg
春心萌动	cxmd
扯线木偶	cxmo
称心满意	cxmy
吃相难看	cxnk
创新能力	cxnl
藏形匿影	cxny
春夏秋冬	cxqd
承先启后	cxqh
才想起来	cxql
称心如意	cxry
垂涎三尺	cxsc
长相厮守	cxss
长袖善舞	cxsw
从心所欲	cxsy
慈禧太后	cxth
雌雄同体	cxtt
促膝谈心	cxtx
喘息未定	cxwd
痴心妄想	cxwx
畅行无阻	cxwz
成效显著	cxxz
垂涎欲滴	cxyd
垂涎已久	cxyj
春宵一刻	cxyk
促膝夜谈	cxyt
抽薪止沸	cxzf
喘息之间	cxzj
城下之盟	cxzm
重新做人	cxzr
春意盎然	cyar
迟疑不决	cybj
吃哑巴亏	cybk
出言不逊	cybx
采阴补阳	cyby
彻夜长谈	cyct
愁云惨雾	cycw
参与参与	cycy
此言差矣	cycy
残垣断壁	cydb
穿衣打扮	cydb
差一点点	cydd
沉冤得雪	cydx
绰约多姿	cydz
从右到左	cydz
从一而终	cyev
从一而终	cyez
茶余饭后	cyfh
传言非虚	cyfx
财源滚滚	cygg
财源广进	cygj
产业革命	cygm
财运亨通	cyht
粗言秽语	cyhy
此言差矣	cyiy
茶余酒后	cyjh
才有可能	cykn
从一开始	cyks
从一开始	cyku
春意阑珊	cyls
臭鱼烂虾	cylx
沉鱼落雁	cyly
呲牙咧嘴	cylz
沉冤莫白	cymb
崇洋媚外	cymw
彻夜难眠	cynm
村野匹夫	cypf
穿云破雾	cypw
春雨如油	cyry
从业人员	cyry
寸有所长	cysc
尺有所短	cysd
寸有所长	cysi
朝野上下	cysx
恻隐之心	cyvx
彻夜未眠	cywm
出于无奈	cywn
出言无状	cywz
抽油烟机	cyyj
恻隐之心	cyzx
常抓不懈	czbx
此长彼消	czbx
潮涨潮落	czcl
财政赤字	czcz
穿着打扮	czdb
沉重代价	czdj
车载斗量	czdl
迟早的事	czds
从早到晚	czdw
从左到右	czdy
粗枝大叶	czdy
穿凿附会	czfh
嘈杂纷乱	czfl
叱咤风云	czfy
错综复杂	czfz
操之过急	czgj
才智过人	czgr
差之毫厘	czhl
长治久安	czja
传宗接代	czjd
才子佳人	czjr
踩在脚下	czjx
错字连篇	czlp
粗制滥造	czlz
晨钟暮鼓	czmg
纯真年代	cznd
吃斋念佛	cznf
藏踪蹑迹	cznj
重整旗鼓	czqg
厕足其间	czqj
传之其人	czqr
惨遭屠戮	cztl
处之泰然	cztr
成者王侯	czwh
财政危机	czwj
操作系统	czxt
重装系统	czxt
嗤之以鼻	czyb
草长莺飞	czyf
持之以恒	czyh
从中渔利	czyl
残渣余孽	czyn
穿针引线	czyx
粗中有细	czyx
藏着掖着	czyz
从中作梗	czzg
池中之物	czzw
成竹在胸	czzx
赤子之心	czzx
打熬筋骨	dajg
敌暗我明	dawm
打抱不平	dbbp
断编残简	dbcj
打不出来	dbcl
得不偿失	dbcs
大病初愈	dbcy
断壁残垣	dbcy
打不出字	dbcz
打扮打扮	dbdb
得不到的	dbdd
大包大揽	dbdl
大悲大喜	dbdx
大败而归	dbeg
大部分人	dbfr
对簿公堂	dbgt
打不还手	dbhs
打不还手	dbhu
打不出来	dbil
得不偿失	dbiu
大病初愈	dbiy
打不出字	dbiz
大败亏输	dbks
大败亏输	dbku
大不列颠	dbld
第比利斯	dbls
大步流星	dblx
打不了字	dblz
淡泊名利	dbml
淡泊明志	dbmv
多边贸易	dbmy
淡泊明志	dbmz
德不配位	dbpw
调兵遣将	dbqj
倒背如流	dbrl
大不如前	dbrq
大白若辱	dbrr
代表人物	dbrw
对不上号	dbsh
多不胜数	dbss
待办事项	dbsx
道不拾遗	dbsy
独步天下	dbtx
断壁颓垣	dbty
对不上号	dbuh
多不胜数	dbuu
待办事项	dbux
道不拾遗	dbuy
都不知道	dbvd
倒不至于	dbvy
都不喜欢	dbxh
短兵相接	dbxj
东奔西跑	dbxp
东奔西走	dbxz
大病一场	dbyc
倒不一定	dbyd
大饱眼福	dbyf
大病一场	dbyi
独步一时	dbys
独步一时	dbyu
都不一样	dbyy
都不知道	dbzd
单兵作战	dbzv
倒不至于	dbzy
单兵作战	dbzz
大慈大悲	dcdb
多愁多病	dcdb
大吹大擂	dcdl
大彻大悟	dcdw
多才多艺	dcdy
大吹法螺	dcfl
多藏厚亡	dchw
德才兼备	dcjb
得寸进尺	dcjc
得寸进尺	dcji
独出机杼	dcjz
东床快婿	dckx
洞察其奸	dcqj
东窗事发	dcsf
多财善贾	dcsg
得偿所愿	dcsy
大错特错	dctc
倒持泰阿	dcte
多财善贾	dcug
到此为止	dcwv
到此为止	dcwz
冬虫夏草	dcxc
雕虫小技	dcxj
大材小用	dcxy
大吃一惊	dcyj
打成一片	dcyp
洞察一切	dcyq
到此一游	dcyy
达成一致	dcyz
点灯熬油	dday
动荡不安	ddba
当断不断	ddbd
多多包涵	ddbh
咄咄逼人	ddbr
胆大包天	ddbt
多多保重	ddbv
喋喋不休	ddbx
多多保重	ddbz
躲躲藏藏	ddcc
得道成仙	ddcx
点点滴滴	dddd
大敌当前	dddq
独断独行	dddx
大大方方	ddff
单刀赴会	ddfh
大动干戈	ddgg
咄咄怪事	ddgs
咄咄怪事	ddgu
多多关照	ddgv
多多关照	ddgz
颠倒黑白	ddhb
打道回府	ddhf
打得火热	ddhr
得道成仙	ddix
大大降低	ddjd
点到即止	ddjv
点到即止	ddjz
大刀阔斧	ddkf
大大咧咧	ddll
道德沦丧	ddls
弟弟妹妹	ddmm
打打闹闹	ddnn
动动脑子	ddnz
道德情操	ddqc
跌宕起伏	ddqf
颠倒乾坤	ddqk
的的确确	ddqq
对答如流	ddrl
大队人马	ddrm
打动人心	ddrx
颠倒是非	ddsf
大多数人	ddsr
哆哆嗦嗦	ddss
多多少少	ddss
地动山摇	ddsy
动动手指	ddsz
大道同源	ddty
颠倒是非	dduf
大多数人	ddur
多多少少	dduu
动动手指	dduv
地动山摇	dduy
当地政府	ddvf
多多指教	ddvj
大打折扣	ddvk
当打之年	ddvn
单刀直入	ddvr
兜兜转转	ddvv
独断专行	ddvx
地大物博	ddwb
点到为止	ddwv
当代文学	ddwx
点到为止	ddwz
代代相传	ddxc
东躲西藏	ddxc
代代相传	ddxi
东倒西歪	ddxw
大大小小	ddxx
断断续续	ddxx
独当一面	ddym
倒打一耙	ddyp
堵得要死	ddys
淡淡一笑	ddyx
当地政府	ddzf
大大增加	ddzj
多多指教	ddzj
大打折扣	ddzk
当打之年	ddzn
大大增强	ddzq
单刀直入	ddzr
独断专行	ddzx
兜兜转转	ddzz
当耳边风	debf
大恩大德	dedd
得而复失	defs
得而复失	defu
第二个月	degy
大耳刮子	degz
大而化之	dehv
大而化之	dehz
第二季度	dejd
吊儿郎当	deld
当耳旁风	depf
第二人称	derc
第二人称	deri
第二志愿	devy
大而无当	dewd
淡而无味	deww
等而下之	dexv
等而下之	dexz
大而言之	deyv
大而言之	deyz
第二志愿	dezy
当风秉烛	dfbv
当风秉烛	dfbz
大发慈悲	dfcb
大富大贵	dfdg
巅峰对决	dfdj
大风大浪	dfdl
洞房花烛	dfhv
洞房花烛	dfhz
大放厥词	dfjc
大发牢骚	dfls
大发雷霆	dflt
